_id,date,center_name,attendance_count
41201340,2015-10-22,West Penn Community Center,115
41201341,2015-10-21,Ammon Community Center,156
41201342,2015-10-21,Arlington Community Center,19
41201343,2015-10-21,Brookline Community Center,165
41201344,2015-10-21,Jefferson Community Center,19
41201345,2015-10-21,Ormsby Community Center,35
41201346,2015-10-21,Phillips Community Center,81
41201347,2015-10-21,Warrington Community Center,19
41201348,2015-10-21,West Penn Community Center,65
41201349,2015-10-20,Arlington Community Center,20
41201350,2015-10-20,Ammon Community Center,159
41201351,2015-10-20,Jefferson Community Center,26
41201352,2015-10-20,Brookline Community Center,112
41201353,2015-10-20,Ormsby Community Center,49
41201354,2015-10-20,Warrington Community Center,40
41201355,2015-10-20,Phillips Community Center,95
41201356,2015-10-20,West Penn Community Center,43
41201357,2015-10-19,Ammon Community Center,113
41201358,2015-10-19,Arlington Community Center,26
41201359,2015-10-19,Brookline Community Center,112
41201360,2015-10-19,Jefferson Community Center,31
41201361,2015-10-19,Ormsby Community Center,35
41201362,2015-10-19,Phillips Community Center,97
41201363,2015-10-19,West Penn Community Center,41
41201364,2015-10-17,Brookline Community Center,83
41201365,2015-10-17,Ormsby Community Center,6
41201366,2015-10-17,Phillips Community Center,26
41201367,2015-10-17,Magee Community Center,76
41201368,2015-10-17,West Penn Community Center,15
41201369,2015-10-16,Arlington Community Center,8
41201370,2015-10-16,Ammon Community Center,42
41201371,2015-10-16,Brookline Community Center,83
41201372,2015-10-16,Jefferson Community Center,23
41201373,2015-10-16,Ormsby Community Center,26
41201374,2015-10-16,Phillips Community Center,96
41201375,2015-10-16,Warrington Community Center,29
41201376,2015-10-16,Magee Community Center,177
41201377,2015-10-16,West Penn Community Center,22
41201378,2015-10-15,Ammon Community Center,79
41201379,2015-10-15,Arlington Community Center,14
41201380,2015-10-15,Jefferson Community Center,25
41201381,2015-10-15,Brookline Community Center,128
41201382,2015-10-15,Ormsby Community Center,27
41201383,2015-10-15,Warrington Community Center,26
41201384,2015-10-15,Phillips Community Center,123
41201385,2015-10-15,Magee Community Center,51
41201386,2015-10-15,West Penn Community Center,116
41201387,2015-10-14,Arlington Community Center,13
41201388,2015-10-14,Ammon Community Center,87
41201389,2015-10-14,Brookline Community Center,192
41201390,2015-10-14,Jefferson Community Center,38
41201391,2015-10-14,Ormsby Community Center,39
41201392,2015-10-14,Phillips Community Center,67
41201393,2015-10-14,Warrington Community Center,29
41201394,2015-10-14,Magee Community Center,70
41201395,2015-10-14,West Penn Community Center,57
41201396,2015-10-13,Ammon Community Center,203
41201397,2015-10-13,Arlington Community Center,26
41201398,2015-10-13,Jefferson Community Center,12
41201399,2015-10-13,Brookline Community Center,135
41201400,2015-10-13,Ormsby Community Center,32
41201401,2015-10-13,Warrington Community Center,54
41201402,2015-10-13,Phillips Community Center,122
41201403,2015-10-13,Magee Community Center,33
41201404,2015-10-13,West Penn Community Center,66
41201405,2015-10-12,Arlington Community Center,21
41201406,2015-10-12,Ammon Community Center,210
41201407,2015-10-12,Brookline Community Center,101
41201408,2015-10-12,Jefferson Community Center,14
41201409,2015-10-12,Ormsby Community Center,25
41201410,2015-10-12,Phillips Community Center,95
41201411,2015-10-12,Warrington Community Center,35
41201412,2015-10-12,Magee Community Center,34
41201413,2015-10-12,West Penn Community Center,33
41201414,2015-10-10,Ammon Community Center,31
41201415,2015-10-10,Brookline Community Center,70
41201416,2015-10-10,Ormsby Community Center,10
41201417,2015-10-10,Phillips Community Center,34
41201418,2015-10-10,Magee Community Center,28
41201419,2015-10-10,West Penn Community Center,33
41201420,2015-10-09,Ammon Community Center,117
41201421,2015-10-09,Arlington Community Center,26
41201422,2015-10-09,Brookline Community Center,66
41201423,2015-10-09,Jefferson Community Center,32
41201424,2015-10-09,Ormsby Community Center,13
41201425,2015-10-09,Phillips Community Center,56
41201426,2015-10-09,Warrington Community Center,17
41201427,2015-10-09,Magee Community Center,37
41201428,2015-10-09,West Penn Community Center,33
41201429,2015-10-08,Arlington Community Center,15
41201430,2015-10-08,Ammon Community Center,105
41201431,2015-10-08,Jefferson Community Center,29
41201432,2015-10-08,Brookline Community Center,136
41201433,2015-10-08,Ormsby Community Center,34
41201434,2015-10-08,Warrington Community Center,31
41201435,2015-10-08,Phillips Community Center,76
41201436,2015-10-08,Magee Community Center,21
41201437,2015-10-08,West Penn Community Center,79
41201438,2015-10-07,Ammon Community Center,58
41201439,2015-10-07,Arlington Community Center,34
41201440,2015-10-07,Brookline Community Center,105
41201441,2015-10-07,Jefferson Community Center,22
41201442,2015-10-07,Ormsby Community Center,8
41201443,2015-10-07,Phillips Community Center,28
41201444,2015-10-07,Warrington Community Center,27
41201445,2015-10-07,Magee Community Center,24
41201446,2015-10-07,West Penn Community Center,86
41201447,2015-10-06,Arlington Community Center,16
41201448,2015-10-06,Ammon Community Center,92
41201449,2015-10-06,Jefferson Community Center,25
41201450,2015-10-06,Brookline Community Center,109
41201451,2015-10-06,Ormsby Community Center,35
41201452,2015-10-06,Warrington Community Center,27
41201453,2015-10-06,Phillips Community Center,103
41201454,2015-10-06,Magee Community Center,27
41201455,2015-10-06,West Penn Community Center,56
41201456,2015-10-05,Ammon Community Center,91
41201457,2015-10-05,Arlington Community Center,16
41201458,2015-10-05,Brookline Community Center,123
41201459,2015-10-05,Jefferson Community Center,38
41201460,2015-10-05,Ormsby Community Center,34
41201461,2015-10-05,Phillips Community Center,88
41201462,2015-10-05,Warrington Community Center,24
41201463,2015-10-05,Magee Community Center,20
41201464,2015-10-05,West Penn Community Center,62
41201465,2015-10-03,Ammon Community Center,26
41201466,2015-10-03,Brookline Community Center,72
41201467,2015-10-03,Ormsby Community Center,9
41201468,2015-10-03,Warrington Community Center,4
41201469,2015-10-03,Phillips Community Center,26
41201470,2015-10-03,West Penn Community Center,40
41201471,2015-10-02,Ammon Community Center,54
41201472,2015-10-02,Arlington Community Center,31
41201473,2015-10-02,Brookline Community Center,94
41201474,2015-10-02,Jefferson Community Center,25
41201475,2015-10-02,Ormsby Community Center,20
41201476,2015-10-02,Phillips Community Center,52
41201477,2015-10-02,Warrington Community Center,29
41201478,2015-10-02,West Penn Community Center,22
41201479,2015-10-01,Arlington Community Center,37
41201480,2015-10-01,Ammon Community Center,117
41201481,2015-10-01,Jefferson Community Center,35
41201482,2015-10-01,Brookline Community Center,128
41201483,2015-10-01,Ormsby Community Center,30
41201484,2015-10-01,Warrington Community Center,15
41201485,2015-10-01,Phillips Community Center,80
41201486,2015-10-01,Magee Community Center,21
41201487,2015-10-01,West Penn Community Center,67
41201488,2015-09-30,Ammon Community Center,80
41201489,2015-09-30,Arlington Community Center,40
41201490,2015-09-30,Brookline Community Center,235
41201491,2015-09-30,Jefferson Community Center,31
41201492,2015-09-30,Ormsby Community Center,21
41201493,2015-09-30,Phillips Community Center,51
41201494,2015-09-30,Warrington Community Center,32
41201495,2015-09-30,Magee Community Center,34
41201496,2015-09-30,West Penn Community Center,116
41201497,2015-09-29,Arlington Community Center,41
41201498,2015-09-29,Ammon Community Center,168
41201499,2015-09-29,Jefferson Community Center,19
41201500,2015-09-29,Brookline Community Center,66
41201501,2015-09-29,Ormsby Community Center,30
41201502,2015-09-29,Warrington Community Center,28
41201503,2015-09-29,Phillips Community Center,50
41201504,2015-09-29,Magee Community Center,47
41201505,2015-09-29,West Penn Community Center,44
41201506,2015-09-28,Ammon Community Center,137
41201507,2015-09-28,Arlington Community Center,11
41201508,2015-09-28,Brookline Community Center,76
41201509,2015-09-28,Jefferson Community Center,19
41201510,2015-09-28,Ormsby Community Center,32
41201511,2015-09-28,Phillips Community Center,117
41201512,2015-09-28,Warrington Community Center,32
41201513,2015-09-28,Magee Community Center,10
41201514,2015-09-28,West Penn Community Center,46
41201515,2015-09-26,Ammon Community Center,57
41201516,2015-09-26,Brookline Community Center,63
41201517,2015-09-26,Ormsby Community Center,9
41201518,2015-09-26,Phillips Community Center,25
41201519,2015-09-26,Magee Community Center,56
41201520,2015-09-25,Ammon Community Center,70
41201521,2015-09-25,Brookline Community Center,19
41201522,2015-09-25,Jefferson Community Center,5
41201523,2015-09-25,Ormsby Community Center,33
41201524,2015-09-25,Phillips Community Center,55
41201525,2015-09-25,Warrington Community Center,22
41201526,2015-09-25,Magee Community Center,38
41201527,2015-09-25,West Penn Community Center,25
41201528,2015-09-24,Ammon Community Center,136
41201529,2015-09-24,Arlington Community Center,18
41201530,2015-09-24,Jefferson Community Center,12
41201531,2015-09-24,Brookline Community Center,113
41201532,2015-09-24,Ormsby Community Center,48
41201533,2015-09-24,Warrington Community Center,15
41201534,2015-09-24,Phillips Community Center,98
41201535,2015-09-24,Magee Community Center,10
41201536,2015-09-24,West Penn Community Center,90
41201537,2015-09-23,Arlington Community Center,16
41201538,2015-09-23,Ammon Community Center,60
41201539,2015-09-23,Brookline Community Center,144
41201540,2015-09-23,Jefferson Community Center,34
41201541,2015-09-23,Ormsby Community Center,40
41201542,2015-09-23,Paulson Community Center,19
41201543,2015-09-23,Phillips Community Center,70
41201544,2015-09-23,Warrington Community Center,26
41201545,2015-09-23,Magee Community Center,35
41201546,2015-09-23,West Penn Community Center,64
41201547,2015-09-22,Ammon Community Center,158
41201548,2015-09-22,Arlington Community Center,40
41201549,2015-09-22,Jefferson Community Center,27
41201550,2015-09-22,Brookline Community Center,100
41201551,2015-09-22,Paulson Community Center,1
41201552,2015-09-22,Ormsby Community Center,37
41201553,2015-09-22,Warrington Community Center,23
41201554,2015-09-22,Phillips Community Center,73
41201555,2015-09-22,Magee Community Center,29
41201556,2015-09-22,West Penn Community Center,29
41201557,2015-09-21,Arlington Community Center,29
41201558,2015-09-21,Ammon Community Center,207
41201559,2015-09-21,Brookline Community Center,127
41201560,2015-09-21,Jefferson Community Center,12
41201561,2015-09-21,Ormsby Community Center,30
41201562,2015-09-21,Phillips Community Center,109
41201563,2015-09-21,Warrington Community Center,19
41201564,2015-09-21,Magee Community Center,21
41201565,2015-09-21,West Penn Community Center,49
41201566,2015-09-19,Brookline Community Center,171
41201567,2015-09-19,Ormsby Community Center,19
41201568,2015-09-19,Phillips Community Center,27
41201569,2015-09-19,Magee Community Center,42
41201570,2015-09-18,Ammon Community Center,61
41201571,2015-09-18,Arlington Community Center,25
41201572,2015-09-18,Brookline Community Center,96
41201573,2015-09-18,Jefferson Community Center,17
41201574,2015-09-18,Ormsby Community Center,13
41201575,2015-09-18,Phillips Community Center,88
41201576,2015-09-18,Warrington Community Center,18
41201577,2015-09-18,Magee Community Center,23
41201578,2015-09-18,West Penn Community Center,38
41201579,2015-09-17,Arlington Community Center,32
41201580,2015-09-17,Ammon Community Center,102
41201581,2015-09-17,Jefferson Community Center,24
41201582,2015-09-17,Brookline Community Center,130
41201583,2015-09-17,Ormsby Community Center,38
41201584,2015-09-17,Warrington Community Center,18
41201585,2015-09-17,Phillips Community Center,59
41201586,2015-09-17,Magee Community Center,61
41201587,2015-09-17,West Penn Community Center,43
41201588,2015-09-16,Ammon Community Center,77
41201589,2015-09-16,Arlington Community Center,26
41201590,2015-09-16,Brookline Community Center,135
41201591,2015-09-16,Jefferson Community Center,26
41201592,2015-09-16,Ormsby Community Center,19
41201593,2015-09-16,Phillips Community Center,38
41201594,2015-09-16,Warrington Community Center,14
41201595,2015-09-16,Magee Community Center,9
41201596,2015-09-16,West Penn Community Center,27
41201597,2015-09-15,Arlington Community Center,28
41201598,2015-09-15,Ammon Community Center,151
41201599,2015-09-15,Jefferson Community Center,16
41201600,2015-09-15,Brookline Community Center,139
41201601,2015-09-15,Ormsby Community Center,23
41201602,2015-09-15,Warrington Community Center,17
41201603,2015-09-15,Phillips Community Center,64
41201604,2015-09-15,Magee Community Center,12
41201605,2015-09-15,West Penn Community Center,82
41201606,2015-09-14,Ammon Community Center,86
41201607,2015-09-14,Arlington Community Center,25
41201608,2015-09-14,Brookline Community Center,158
41201609,2015-09-14,Jefferson Community Center,26
41201610,2015-09-14,Ormsby Community Center,39
41201611,2015-09-14,Paulson Community Center,2
41201612,2015-09-14,Phillips Community Center,95
41201613,2015-09-14,Warrington Community Center,18
41201614,2015-09-14,Magee Community Center,27
41201615,2015-09-14,West Penn Community Center,56
41201616,2015-09-12,Jefferson Community Center,1
41201617,2015-09-12,Brookline Community Center,74
41201618,2015-09-12,Ormsby Community Center,64
41201619,2015-09-12,Phillips Community Center,26
41201620,2015-09-12,Magee Community Center,43
41201621,2015-09-11,Ammon Community Center,44
41201622,2015-09-11,Brookline Community Center,81
41201623,2015-09-11,Jefferson Community Center,5
41201624,2015-09-11,Ormsby Community Center,10
41201625,2015-09-11,Paulson Community Center,2
41201626,2015-09-11,Phillips Community Center,77
41201627,2015-09-11,Warrington Community Center,21
41201628,2015-09-11,Magee Community Center,41
